repo,category,subcat,stars,star_1d,star_1d_pct,star_7d,star_7d_pct,forks,description,top_devs,contributors,created_at,updated_at,downloads*
pinecone-io/canopy,AI engineering,AIE framework,964,0,0.00%,1,0.10%,120,Retrieval Augmented Generation (RAG) framework and context engine powered by Pinecone,"igiloh-pinecone, acatav, miararoy",22,2023-08-08,2024-03-27,12
ajndkr/lanarky,Infrastructure,Toolings,976,0,0.00%,1,0.10%,74,The web framework for building LLM microservices,"ajndkr, rogalvil, Tooflex",11,2023-04-07,2024-06-24,0
kantord/SeaGOAT,Applications,Coding,985,0,0.00%,1,0.10%,65,local-first semantic code search engine,"kantord, photonbit, eltociear",22,2023-06-20,2024-10-27,0
Nutlope/restorePhotos,Applications,Image production,3945,0,0.00%,4,0.10%,613,Restoring old and blurry face photos with AI.,"Nutlope, ljwagerfield, Nick-h4ck3r",6,2023-01-08,2023-12-21,0
thunlp/OpenDelta,Model development,Modeling & training,995,0,0.00%,1,0.10%,80,A plug-and-play library for parameter-efficient-tuning (Delta Tuning),"ShengdingHu, Achazwl, ningding97",15,2022-02-14,2024-09-19,0
google/gemma.cpp,Model development,Inference optimization,5982,0,0.00%,6,0.10%,509,"lightweight, standalone C++ inference engine for Google's Gemma models.","jan-wassenberg, copybara-github, austinvhuang",31,2024-02-13,2024-11-04,0
qwopqwop200/GPTQ-for-LLaMa,Model development,Inference optimization,2993,0,0.00%,3,0.10%,458,4 bits quantization of LLaMA using GPTQ,"qwopqwop200, tpoisonooo, MasterTaffer",26,2023-03-06,2023-06-23,0
karpathy/minbpe,Model development,Dataset engineering,9165,0,0.00%,9,0.10%,859,"Minimal, clean code for the Byte Pair Encoding (BPE) algorithm commonly used in LLM tokenization.","karpathy, ViswanathaReddyGajjala, ahmedivy",10,2024-02-16,2024-04-22,0
lucidrains/musiclm-pytorch,Model repo,Multimodal,3156,0,0.00%,3,0.10%,254,"Implementation of MusicLM, Google's new SOTA model for music generation using attention networks, in Pytorch",lucidrains,1,2023-01-27,2023-03-31,0
OpenGVLab/InternGPT,AI engineering,AI interface,3204,0,0.00%,3,0.09%,232,"InternGPT (iGPT) is an open source demo platform where you can easily showcase your AI models. Now it supports DragGAN, ChatGPT, ImageBind, multimodal chat like GPT-4, SAM, interactive image editing, etc. Try it at igpt.opengvlab.com (支持DragGAN、ChatGPT、ImageBind、SAM的在线Demo系统)","liu-zhy, whai362, Zeqiang-Lai",12,2023-05-08,2023-11-24,0
facebookresearch/metaseq,Model development,Modeling & training,6512,0,0.00%,6,0.09%,725,Repo for external large-scale work,"suchenzang, stephenroller, punitkoura",52,2022-05-02,2023-08-04,0
sunner/ChatALL,AI engineering,AI interface,15221,0,0.00%,14,0.09%,1639," Concurrently chat with ChatGPT, Bing Chat, Bard, Alpaca, Vicuna, Claude, ChatGLM, MOSS, 讯飞星火, 文心一言 and more, discover the best answers","sunner, tanchekwei, PeterDaveHello",41,2023-04-08,2024-11-05,559052
deep-diver/LLM-As-Chatbot,Applications,Bots,3290,0,0.00%,3,0.09%,382,LLM as a Chatbot Service,"deep-diver, peterschmidt85, ErivanDev",7,2023-02-27,2023-07-26,0
axflow/axflow,AI engineering,AIE framework,1103,0,0.00%,1,0.09%,45,The TypeScript framework for AI development,"benjreinhart, nichochar, ricki-epsilla",3,2023-07-02,2023-12-21,0
modAL-python/modAL,Model development,Dataset engineering,2217,0,0.00%,2,0.09%,324,A modular active learning framework for Python,"cosmic-cortex, maxkeller321, s0tt",16,2017-11-14,2020-09-22,31
peterw/Chat-with-Github-Repo,Applications,Coding,1134,0,0.00%,1,0.09%,169,"This repository contains two Python scripts that demonstrate how to create a chatbot using Streamlit, OpenAI GPT-3.5-turbo, and Activeloop's Deep Lake.","peterw, dtbuchholz, theurgi",8,2023-04-25,2023-05-09,0
SCIR-HI/Huatuo-Llama-Med-Chinese,Model repo,,4550,0,0.00%,4,0.09%,454,"Repo for BenTsao [original name: HuaTuo (华驼)], Instruction-tuning Large Language Models with Chinese Medical Knowledge. 本草（原名：华驼）模型仓库，基于中文医学知识的大语言模型指令微调","s65b40, thinksoso, FlowolfzzZ",6,2023-03-31,2023-08-06,0
SamurAIGPT/Camel-AutoGPT,Applications,Bots,1161,0,0.00%,1,0.09%,109,"🚀 Introducing 🐪 CAMEL: a game-changing role-playing approach for LLMs and auto-agents like BabyAGI & AutoGPT! Watch two agents 🤝 collaborate and solve tasks together, unlocking endless possibilities in #ConversationalAI, 🎮 gaming, 📚 education, and more! 🔥","Anil-matcha, vadootvpeer",2,2023-04-21,1000-01-01,0
rotemweiss57/gpt-newspaper,Applications,Info aggregation,1180,0,0.00%,1,0.08%,161,GPT based autonomous agent designed to create personalized newspapers tailored to user preferences. ,"rotemweiss57, gabimitchell4, filiurskyi",5,2024-01-20,2024-02-25,0
LC1332/Luotuo-Chinese-LLM,Model repo,Multilingual,3638,0,0.00%,3,0.08%,247,骆驼(Luotuo): Open Sourced Chinese Language Models. Developed by 陈启源 @ 华中师范大学 & 李鲁鲁 @ 商汤科技 & 冷子昂 @ 商汤科技,"LC1332, qychen2001, SirlyDreamer",5,2023-03-21,2023-05-10,0
tensorflow/text,Model development,Dataset engineering,1229,0,0.00%,1,0.08%,343,Making text a first-class citizen in TensorFlow.,"broken, tf-text-github-robot, MarkDaoust",100+,2019-05-29,2024-08-21,0
databricks/dbrx,Model repo,,2504,0,0.00%,2,0.08%,237,"Code examples and resources for DBRX, a large language model developed by Databricks","bandish-shah, hanlint, asnelling",7,2024-03-26,2024-04-19,0
lucidrains/PaLM-rlhf-pytorch,Model repo,,7700,0,0.00%,6,0.08%,668,Implementation of RLHF (Reinforcement Learning with Human Feedback) on top of the PaLM architecture. Basically ChatGPT but with PaLM,"lucidrains, conceptofmind, ell-hol",5,2022-12-09,2023-03-17,0
langchain-ai/opengpts,AI engineering,AIE framework,6472,0,0.00%,5,0.08%,861,,"nfcampos, bakar-io, mkorpela",27,2023-11-04,2024-07-31,0
openchatai/OpenChat,Applications,Workflow automation,5190,0,0.00%,4,0.08%,641,LLMs custom-chatbots console ⚡,"lvalics, codebanesr, gharbat",13,2023-05-30,2023-08-22,0
SHI-Labs/Versatile-Diffusion,Model repo,,1315,0,0.00%,1,0.08%,83,"Versatile Diffusion: Text, Images and Variations All in One Diffusion Model, arXiv 2022 / ICCV 2023","xingqian2018, honghuis, anton-l",4,2022-11-02,2022-12-02,0
google/gemma_pytorch,Model repo,Multimodal,5279,0,0.00%,4,0.08%,508,The official PyTorch implementation of Google's Gemma models,"pengchongjin, michaelmoynihan, Mon-ius",14,2024-02-20,2024-07-11,0
Josh-XT/AGiXT,AI engineering,Agent,2640,0,0.00%,2,0.08%,354,"AGiXT is a dynamic AI Agent Automation Platform that seamlessly orchestrates instruction management and complex task execution across diverse AI providers. Combining adaptive memory, smart features, and a versatile plugin system, AGiXT delivers efficient and comprehensive AI solutions.","Josh-XT, JamesonRGrieve, birdup000",37,2023-04-17,2024-10-29,0
whylabs/whylogs,Infrastructure,Monitoring,2648,0,0.00%,2,0.08%,121,"An open-source data logging library for machine learning models and data pipelines. 📚 Provides visibility into data quality & model performance over time. 🛡️ Supports privacy-preserving data collection, ensuring safety & robustness. 📈","jamie256, FelipeAdachi, richard-rogers",23,2020-08-14,2024-10-31,122
YiVal/YiVal,AI engineering,Prompt engineering,2653,0,0.00%,2,0.08%,429,Your Automatic Prompt Engineering Assistant for GenAI Applications,"yje-arch, crazycth, uni-zhuan",44,2023-07-15,2024-02-06,0
Farama-Foundation/chatarena,AI engineering,Agent,1349,0,0.00%,1,0.07%,130,ChatArena (or Chat Arena) is a Multi-Agent Language Game Environments for LLMs. The goal is to develop communication and collaboration capabilities of AIs.,"yuxiang-wu, elliottower, ZhengyaoJiang",15,2023-03-06,2024-05-27,0
ConnectAI-E/Feishu-OpenAI,Applications,Bots,5519,0,0.00%,4,0.07%,953,🎒 飞书  ×（GPT-4 + GPT-4V + DALL·E-3 + Whisper）=  飞一般的工作体验  🚀 语音对话、角色扮演、多话题讨论、图片创作、表格分析、文档导出 🚀,"Leizhenpeng, DDMeaqua, aaakoako",32,2023-02-07,2023-11-20,2974
nerfstudio-project/nerfacc,Model development,Modeling & training,1393,0,0.00%,1,0.07%,115,A General NeRF Acceleration Toolbox in PyTorch.,"liruilong940607, tancik, 97littleleaf11",23,2022-09-08,2024-10-02,0
muellerberndt/mini-agi,AI engineering,Agent,2806,0,0.00%,2,0.07%,294,MiniAGI is a simple general-purpose autonomous agent based on the OpenAI API.,"muellerberndt, alaeddine-13, ismaelc",12,2023-04-14,2023-05-05,0
FreedomIntelligence/LLMZoo,AI engineering,AIE framework,2934,0,0.00%,2,0.07%,201,"⚡LLM Zoo is a project that provides data, models, and evaluation benchmark for large language models.⚡","zhjohnchan, wabyking, fjiangAI",9,2023-04-01,2023-07-25,0
lk-geimfari/mimesis,AI engineering,Dataset engineering,4437,0,0.00%,3,0.07%,336,Mimesis is a robust data generator for Python that can produce a wide range of fake data in multiple languages.,"lk-geimfari, dependabot-preview[bot], sobolevn",100+,2016-09-09,1000-01-01,635
all-in-aigc/aicover,Applications,Image production,1500,0,0.00%,1,0.07%,294,ai cover generator,"idoubi, eltociear",2,2024-01-28,2024-02-03,0
kubeflow/katib,Model development,Modeling & training,1507,0,0.00%,1,0.07%,442,Automated Machine Learning on Kubernetes,"andreyvelich, gaocegege, hougangliu",100+,2018-04-03,2024-11-05,135
premAI-io/state-of-open-source-ai,Tutorials,,1520,0,0.00%,1,0.07%,90,:closed_book: Clarity in the current fast-paced mess of Open Source innovation,"casperdcl, nsosio, biswaroop1547",14,2023-08-10,2024-11-04,0
alpa-projects/alpa,Model development,Modeling & training,3071,0,0.00%,2,0.07%,357,Training and serving large-scale neural networks with auto parallelization.,"merrymercy, zhisbug, ZYHowell",43,2021-02-22,2023-12-09,5137
AetherCortex/Llama-X,Model development,Modeling & training,1606,0,0.00%,1,0.06%,102,Open Academic Research on Improving LLaMA to SOTA LLM,"AetherCortex, victorsungo, Wangpeiyi9979",13,2023-03-30,2023-05-03,0
lucidrains/imagen-pytorch,Model repo,Multimodal,8070,0,0.00%,5,0.06%,766,"Implementation of Imagen, Google's Text-to-Image Neural Network, in Pytorch","lucidrains, Netruk44, animebing",20,2022-05-23,2024-01-08,0
salesforce/WikiSQL,Model development,Dataset engineering,1637,0,0.00%,1,0.06%,323,A large annotated semantic parsing corpus for developing natural language interfaces.,"vzhong, sk210892, todpole3",20,2017-08-11,2023-03-23,0
OptimalScale/LMFlow,Model development,Modeling & training,8263,0,0.00%,5,0.06%,826,An Extensible Toolkit for Finetuning and Inference of Large Foundation Models. Large Models for All.,"research4pan, shizhediao, hendrydong",35,2023-03-27,2024-11-05,0
openai/glide-text2im,Model repo,Multimodal,3541,0,0.00%,2,0.06%,502,GLIDE: a diffusion-based text-conditional image synthesis model,"unixpickle, prafullasd, lochiego",4,2021-12-10,2022-03-21,0
wenge-research/YAYI2,Model repo,Multilingual,3609,0,0.00%,2,0.06%,17,YAYI 2 是中科闻歌研发的新一代开源大语言模型，采用了超过 2 万亿 Tokens 的高质量、多语言语料进行预训练。(Repo for YaYi 2 Chinese LLMs),wenge-research,1,2023-12-15,1000-01-01,0
deanxv/coze-discord-proxy,AI engineering,AI interface,3615,0,0.00%,2,0.06%,1041,代理Discord对话Coze-Bot，实现以API形式请求GPT4模型，提供对话、文生图、图生文、知识库检索等功能。,"deanxv, k8scat",2,2024-01-26,2024-02-06,743
salesforce/ctrl,Model development,Modeling & training,1867,0,0.00%,1,0.05%,208,Conditional Transformer Language Model for Controllable Generation,"keskarnitish, voidism, julien-c",4,2019-08-29,2019-10-23,0
archinetai/audio-ai-timeline,Lists,,1887,0,0.00%,1,0.05%,68,"A timeline of the latest AI models for audio generation, starting in 2023!","Yuan-ManX, flavioschneider, lifeiteng",5,2023-01-29,2023-11-16,0
jina-ai/discoart,Applications,Image production,3838,0,0.00%,2,0.05%,250,🪩 Create Disco Diffusion artworks in one line,"hanxiao, thegenerativegeneration, Hugo-Dz",7,2022-06-30,2023-04-20,0
snorkel-team/snorkel,Model development,Dataset engineering,5807,0,0.00%,3,0.05%,857,A system for quickly generating training data with weak supervision,"ajratner, henryre, stephenbach",69,2016-02-26,2024-01-11,1055
dvorka/mindforger,Applications,Info aggregation,2266,0,0.00%,1,0.04%,136,Thinking notebook and Markdown editor.,"dvorka, vlastahajek, COMPUTER102",9,2017-12-25,2023-12-25,24610
joshpxyne/gpt-migrate,Applications,Coding,6858,0,0.00%,3,0.04%,484,Easily migrate your codebase from one framework or language to another.,"joshpxyne, MkuuWaUjinga, sandys",5,2023-06-24,2023-09-07,0
google-research/electra,Model repo,,2336,0,0.00%,1,0.04%,355,ELECTRA: Pre-training Text Encoders as Discriminators Rather Than Generators,"clarkkev, PhilipMay, stefan-it",5,2020-03-10,2021-03-31,0
OpenPipe/OpenPipe,Model development,Modeling & training,2490,0,0.00%,1,0.04%,132,Turn expensive prompts into cheap fine-tuned models,"corbt, arcticfly, Kovbo",12,2023-06-20,2024-03-19,0
lamini-ai/lamini,Model development,Modeling & training,2517,0,0.00%,1,0.04%,152,The Official Python Client for Lamini's API,"edamamez, sharonzhou, gdiamos",13,2023-04-20,2024-10-22,0
hpcaitech/ColossalAI,Model development,Modeling & training,38769,0,0.00%,15,0.04%,4340,"Making large AI models cheaper, faster and more accessible","FrankLeeeee, ver217, feifeibear",100+,2021-10-28,2024-11-05,0
google-research/frame-interpolation,Model repo,Multimodal,2847,0,0.00%,1,0.04%,281,"FILM: Frame Interpolation for Large Motion, In ECCV 2022.","fitsumreda, chenxwh, AK391",5,2022-01-12,2022-12-22,0
vincelwt/chatgpt-mac,Applications,Bots,6373,0,0.00%,2,0.03%,509,"ChatGPT for Mac, living in your menubar.","vincelwt, francip, samasante",4,2022-12-01,2022-12-12,333744
google-research/albert,Model repo,,3245,0,0.00%,1,0.03%,569,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,"0x0539, Danny-Google, albert-copybara",15,2019-11-26,2022-04-25,0
wenge-research/YaYi,Model repo,Multilingual,3255,0,0.00%,1,0.03%,44,雅意大模型：为客户打造安全可靠的专属大模型，基于大规模中英文多领域指令数据训练的 LlaMA 2 & BLOOM 系列模型，由中科闻歌算法团队研发。(Repo for YaYi Chinese LLMs based on LlaMA2 & BLOOM),wenge-research,1,2023-05-24,1000-01-01,0
higgsfield-ai/higgsfield,Infrastructure,Compute management,3292,0,0.00%,1,0.03%,554,"Fault-tolerant, highly scalable GPU orchestration, and a machine learning framework designed for training models with billions to trillions of parameters","arpanetus, higgsfield, zxcjhg",4,2018-05-26,2024-03-23,0
SawyerHood/draw-a-ui,Applications,Coding,13276,0,0.00%,4,0.03%,1593,Draw a mockup and generate html for it,"SawyerHood, shtepcell, 0x-sen",4,2023-11-07,2023-11-13,0
Luodian/Otter,Model repo,Multimodal,3561,0,0.00%,1,0.03%,242,"🦦 Otter, a multi-modal model based on OpenFlamingo (open-sourced version of DeepMind's Flamingo), trained on MIMIC-IT and showcasing improved instruction-following and in-context learning ability.","Luodian, ZhangYuanhan-AI, king159",12,2023-04-01,2023-11-19,0
shobrook/adrenaline,Applications,Coding,3784,0,0.00%,1,0.03%,321,Instant answers to any programming question,"shobrook, Mbladra, waqaspathan00",7,2022-12-07,2023-08-24,0
madawei2699/myGPTReader,Applications,Info aggregation,4424,0,0.00%,1,0.02%,453,A community-driven way to read and chat with AI bots - powered by chatGPT.,"madawei2699, lycfyi, ImgBotApp",8,2023-03-08,2024-04-24,0
borisdayma/dalle-mini,Model repo,Multimodal,14753,0,0.00%,3,0.02%,1208,DALL·E Mini - Generate images from a text prompt,"borisdayma, pcuenca, khalidsaifullaah",26,2021-07-03,2023-08-22,0
OpenGVLab/DragGAN,Model repo,Multimodal,4996,0,0.00%,1,0.02%,489,"Unofficial Implementation of DragGAN - ""Drag Your GAN: Interactive Point-based Manipulation on the Generative Image Manifold"" （DragGAN 全功能实现，在线Demo，本地部署试用，代码、模型已全部开源，支持Windows, macOS, Linux）","Zeqiang-Lai, baydarov42, egbaydarov",11,2023-05-20,2023-07-02,0
dsdanielpark/Bard-API,AI engineering,AI interface,5324,0,0.00%,1,0.02%,528,The unofficial python package that returns response of Google Bard through cookie value.,"dsdanielpark, CBoYXD, veonua",20,2023-05-11,2024-02-13,0
a16z-infra/companion-app,Applications,Bots,5752,0,0.00%,1,0.02%,956,AI companions with memory: a lightweight stack to create and host your own AI companions,"ykhli, timqian, jmoore994",11,2023-06-22,2023-09-19,0
AIGC-Audio/AudioGPT,Model repo,,10017,0,0.00%,1,0.01%,860,"AudioGPT: Understanding and Generating Speech, Music, Sound, and Talking Head","lmzjms, Rongjiehuang, PeppaPiggeee",11,2023-03-16,2023-05-05,0
microsoft/windows-ai-studio,AI engineering,AIE framework,905,0,0.00%,0,0.00%,43,,"tesych, vriveras, sffamily",14,2023-12-08,2024-11-05,0
Dicklesworthstone/swiss_army_llama,Applications,Workflow automation,937,0,0.00%,0,0.00%,51,"A FastAPI service for semantic text search using precomputed embeddings and advanced similarity measures, with built-in support for various file types through textract.","Dicklesworthstone, bxxd",2,2023-08-08,2023-09-05,0
jina-ai/finetuner,Model development,Modeling & training,1471,0,0.00%,0,0.00%,67,":dart: Task-oriented embedding tuning for BERT, CLIP, etc.","hanxiao, bwanglzu, LMMilliken",29,2021-08-11,2023-07-26,0
HazyResearch/safari,Model repo,,867,0,0.00%,0,0.00%,71,Convolutions for Sequence Modeling,"DanFu09, Zymrael, YuigaWada",6,2023-02-14,2023-07-14,0
jncraton/languagemodels,Applications,Bots,1176,0,0.00%,0,0.00%,78,Explore large language models in 512MB of RAM,"jncraton, munoztd0, eltociear",3,2023-05-07,2023-06-20,0
getmetal/motorhead,AI engineering,Prompt engineering,853,0,0.00%,0,0.00%,81,🧠 Motorhead is a memory and information retrieval server for LLMs.,"Czechh, softboyjimbo, lambrou",10,2023-03-29,2024-11-04,0
thu-coai/Safety-Prompts,AI engineering,Evals,864,0,0.00%,0,0.00%,81,Chinese safety prompts for evaluating and improving the safety of LLMs. 中文安全prompts，用于评估和提升大模型的安全性。,TissueC,1,2023-04-18,1000-01-01,0
replit/ReplitLM,Model repo,,927,0,0.00%,0,0.00%,81,Inference code and configs for the ReplitLM model family,"pirroh, madhavatreplit, eltociear",4,2023-04-28,2023-10-09,0
KnowledgeCanvas/knowledge,Applications,Info aggregation,1353,0,0.00%,0,0.00%,94,"Knowledge is a tool for saving, searching, accessing, exploring and chatting with all of your favorite websites, documents and files.","RobRoyce, jedbrooke",3,2021-07-10,2024-02-01,0
Forethought-Technologies/AutoChain,AI engineering,Agent,1788,0,0.00%,0,0.00%,95,"AutoChain: Build lightweight, extensible, and testable LLM Agents","yyiilluu, tiangolo, xingweitian",9,2023-05-19,1000-01-01,0
